rider_id,team_id,firstname,lastname,age,birthday,country,region,portrait,weight,height,stat_flat,stat_mountain,stat_medium_mountain,stat_downhill,stat_cobbles,stat_timetrial,stat_prologue,stat_sprint,stat_acceleration,stat_endurance,stat_resistance,stat_recovery,stat_hill,stat_fighter,real_rider
208,7,Sergio,Santimaria,33,19600426,3,Lombardia,,0,0,62,71,71.5,64,55,58,58,56,62,65,66,66,72,77,1
209,7,Patrick,Serra,31,19620202,23,,,0,0,65,57,61,63,61,65,65,64,66,61,64,63,65,65,1
210,7,Domenico,Cavallo,32,19610909,3,Piemonte,,0,0,69,57,63,63,63,58,58,58,55,65,63,63,69,69,1
211,8,Mauro Silvestre,Ribeiro,29,19640716,14,,,68,178,74,66,69,70,67,75,76,74,76,68,73,66,72,79,1
212,8,Christian,Chaubet,32,19610719,1,Midi Pyrenees,,67,180,74,71,71.5,70,72,68,68,70,72,69,71,71,72,81,1
213,8,Éric,Caritoux,33,19600816,1,Provence Alpes Cote d'Azur,,68,178,75,76,75,71,67,68,66,67,67,73,73,72,74,74,1
214,8,Patrice,Esnault,32,19610612,1,Centre,,63,174,74,74,74,71,62,72,70,63,69,72,72,74,74,74,1
215,8,Artūras,Kasputis,26,19670222,13,,,0,0,75,59,66,68,64,75,75,68,73,74,71,68,73,78,1
216,8,Franck,Boucanville,27,19660101,1,Centre,,69,180,74,67,67.5,72,70,70,71,75,73,73,73,62,68,72,1
217,8,Marco,Vermey,28,19650611,6,Zuid Holland,,0,0,74,67,69.5,68,65,64,64,68,74,75,71,64,72,76,1
218,8,Pascal,Chanteur,25,19680209,1,Réunion,,0,0,75,65,69.5,71,59,65,63,66,73,73,72,70,74,74,1
219,8,Jaan,Kirsipuu,24,19690717,17,,,0,0,74,55,59.5,63,71,68,71,77,78,73,73,61,64,65,1
220,8,Oleg,Kozlitine,24,19690922,24,,,0,0,72,65,69.5,67,66,63,64,67,74,68,72,63,74,75,1
221,8,Laurent,Biondi,33,19600719,1,Rhone Alpes,,68,180,75,71,71,67,68,64,65,63,63,68,69,68,71,74,1
222,8,Robert,Forest,32,19611118,1,Midi Pyrenees,,0,0,72,74,72.5,66,62,68,68,55,68,68,70,72,71,70,1
223,8,Franck,Pineau,30,19630327,1,Centre,,70,178,73,64,67,72,66,64,65,67,68,69,68,66,70,70,1
224,8,Luigi,Furlan,30,19630622,3,Genève,,66,178,74,68,70.5,66,61,66,66,63,65,69,68,63,73,70,1
225,8,Gérard,Guazzini,27,19660911,1,Provence Alpes Cote d'Azur,,0,0,73,63,65,74,62,65,65,63,66,69,67,62,67,71,1
226,8,Gilles,Bouvard,24,19691030,1,Rhone Alpes,,0,0,69,65,68.5,68,55,63,63,66,68,66,68,66,72,73,1
227,8,Vincent,Lavenu,33,19600112,1,Provence Alpes Cote d'Azur,,0,0,69,64,67,63,62,64,64,63,72,64,66,66,70,75,1
228,8,Christophe,Moreau,22,19710412,1,Picardie,,71,186,64,70,69,66,58,66,66,58,68,69,70,72,68,66,1
229,8,Dominique,Bozzi,22,19710703,1,Corse,,70,180,70,67,69,64,59,62,68,60,66,70,70,61,71,71,1
230,8,Christophe,Mengin,25,19680903,1,Lorraine,,0,0,68,65,66.5,73,65,60,60,62,68,68,66,66,68,70,1
231,8,Alberto,Saronni,32,19611119,3,Lombardia,,0,0,69,59,62.5,63,66,69,69,67,69,64,61,65,66,72,1
232,8,Martial,Locatelli,22,19710730,1,Franche Comte,,0,0,66,66,66.5,68,55,68,66,61,69,66,65,65,67,65,1
233,8,Jean-Pierre,Bourgeot,25,19681125,1,Auvergne,,0,0,66,64,65,64,55,58,64,71,71,67,65,58,66,68,1
234,8,Jean-René,Bernaudeau,33,19600708,1,Pays de la Loire,,0,0,64,73,71.5,61,55,62,62,57,62,66,67,69,70,68,1
235,8,Jimmy,Delbove,25,19680107,1,Champagne Ardenne,,0,0,70,59,63.5,64,60,59,62,64,63,69,66,65,68,66,1
236,8,Arnaud,Prétot,22,19710816,1,Franche Comte,,0,0,68,58,61.5,61,59,62,65,70,70,66,65,58,65,68,1
237,8,René,Foucachon,27,19660106,1,Ile de France,,0,0,68,58,61,64,60,63,63,67,64,66,63,63,64,65,1
238,8,Jean-Pierre,Delphis,24,19690112,1,Rhone Alpes,,0,0,62,66,66,67,56,60,60,58,65,66,66,60,66,63,1
239,8,Jérôme,Delbove,19,19741111,1,Champagne Ardenne,,68,175,70,55,57,58,59,55,55,68,69,70,66,56,59,70,1
240,8,Pierre,Mortier,25,19680126,2,Hainaut,,0,0,65,55,57,73,58,55,55,61,59,59,62,58,59,70,1
241,9,Greg,LeMond,32,19610626,22,California,,71,177,77,82,80.5,80,74,84,84,72,78,78,82,83,79,80,1
242,9,Jean Claude,Colotti,26,19670701,1,Rhone Alpes,,67,177,80,67,70.5,74,81,68,68,79,78,77,75,72,74,75,1
243,9,Gilbert,Duclos-Lassalle,33,19600825,1,Aquitaine,,68,178,79,65,69,72,81,68,71,72,76,78,76,72,73,82,1
244,9,Thierry,Claveyrolat,33,19600331,1,Rhone Alpes,,67,177,72,80,79,72,62,67,68,65,80,77,77,75,78,76,1
245,9,Eddy,Seigneur,24,19690215,1,Picardie,,67,178,76,62,67.5,68,66,74,73,68,76,76,73,67,73,80,1
246,9,François,Lemarchand,33,19601102,1,Basse Normandie,,65,178,76,72,71,70,74,70,71,68,70,71,73,70,70,75,1
247,9,Éric,Boyer,30,19631202,1,lle de France,,69,178,72,76,75.5,79,60,70,70,63,70,70,71,74,75,76,1
248,9,Philippe,Casado,29,19640201,1,Oriental,,67,178,74,65,68.5,69,66,67,68,75,75,72,72,69,72,78,1
249,9,Pascal,Lance,29,19640123,1,Lorraine,,64,178,77,64,67.5,70,62,76,76,64,70,71,73,70,71,76,1
250,9,Laurent,Bezault,27,19660308,1,lle de France,,65,178,75,70,70.5,74,61,71,72,71,71,70,70,71,71,72,1
251,9,Christophe,Capelle,26,19670815,1,Picardie,,65,174,75,61,65.5,68,62,70,70,76,77,73,71,70,70,74,1
252,9,Francis,Moreau,28,19650721,1,Picardie,,0,0,76,59,64.5,64,73,76,73,71,71,72,73,65,70,73,1
253,9,Thierry,Gouvenou,24,19690514,1,Basse Normandie,,68,178,75,65,67.5,68,71,69,70,67,69,72,73,67,70,75,1
254,9,Jérôme,Simon,33,19601205,1,Champagne Ardenne,,68,178,67,73,72.5,70,62,71,72,63,74,66,69,70,72,80,1
255,9,Chris,Boardman,25,19680826,16,,,0,0,78,58,62,64,63,79,81,60,66,74,73,68,66,68,1
256,9,Didier,Rous,23,19700918,1,Midi Pyrenees,,0,0,69,67,71,73,59,63,64,65,75,73,71,68,75,75,1
257,9,Hervé,Garel,26,19670715,1,Bretagne,,0,0,72,62,65,66,63,71,68,66,68,69,72,63,68,66,1
258,9,Emmanuel,Hubert,23,19701230,1,Bourgogne,,0,0,69,66,67,69,63,70,70,71,72,67,65,59,68,64,1
259,9,Sébastien,Hinault,19,19740211,1,,,65,174,72,54,61.5,66,70,59,60,73,75,67,66,71,69,67,1
260,9,Nicolas,Aubier,22,19710520,1,Pays de la Loire,,0,0,68,59,62.5,65,60,72,72,68,70,68,67,61,66,65,1
261,9,Lylian,Lebreton,21,19720106,1,Pays de la Loire,,0,0,68,63,66.5,66,58,60,62,68,71,70,70,60,70,74,1
262,9,Jean Christophe,Currit,24,19690213,1,Poitou Charentes,,0,0,73,58,65,64,62,58,58,68,70,68,67,68,72,72,1
263,9,Stuart,O'Grady,20,19730806,10,,,0,0,70,60,62,58,68,68,70,72,71,64,64,59,64,65,1
264,9,Pascal,Deramé,23,19700725,1,Pays de la Loire,,0,0,68,59,61.5,63,61,62,64,72,72,66,66,65,64,68,1
265,9,Cyril,Saugrain,20,19730622,1,lle de France,,0,0,68,62,65,67,60,66,63,65,69,67,66,57,68,71,1
266,9,Christophe,Le Roscouet,22,19710908,1,,,0,0,66,56,60,71,59,59,65,70,70,64,63,62,64,66,1
267,9,Philippe,Ermenault,24,19690429,1,Picardie,,0,0,67,60,60,63,60,70,70,65,66,67,60,60,60,60,1
268,9,Yvan,Martin,20,19730120,1,Ile-de-France,,0,0,65,59,61.5,63,62,60,65,69,68,62,63,62,64,65,1
269,9,Arnaud,Leroy,22,19710603,1,Haute Normandie,,0,0,64,62,64,65,58,60,61,63,63,63,62,60,66,64,1
270,9,Emmanuel,Mallet,23,19700510,1,Basse Normandie,,0,0,66,58,60.5,61,61,58,57,62,61,63,63,58,63,62,1
271,10,Charly,Mottet,31,19621216,1,Rhone Alpes,,68,178,76,81,79.5,81,70,75,77,70,76,77,81,80,78,76,1
272,10,Ronan,Pensec,30,19630710,1,Bretagne,,69,178,71,77,76.5,74,66,72,76,66,77,76,76,76,76,76,1
273,10,Wilfried,Nelissen,23,19700505,2,Limburg,,70,178,76,65,66.5,73,73,70,76,80,82,77,77,66,68,72,1
274,10,Nico,Verhoeven,32,19611002,6,Noord Brabant,,67,178,78,65,67.5,74,72,69,70,75,75,76,76,71,70,80,1
275,10,Eddy,Bouwmans,25,19680130,6,Noord Brabant,,67,178,76,74,73,65,78,70,71,71,72,77,73,71,72,74,1
276,10,Viatcheslav Vladimirovich,Ekimov,27,19660204,8,,,67,178,82,68,71,65,68,80,83,68,69,71,71,70,74,71,1
277,10,Lars,Michaelsen,24,19690513,9,Hovedstaden,,0,0,76,60,62,72,75,72,71,77,76,74,73,64,64,76,1
278,10,Marcel,Wüst,26,19670806,5,Nordrhein Westfalen,,65,175,77,62,64.5,70,62,65,70,79,80,79,79,64,67,72,1
279,10,Marc,Sergeant,33,19600816,2,Oost Vlaanderen,,65,178,74,64,66.5,76,77,70,70,71,70,71,68,70,69,75,1
280,10,Guy,Nulens,33,19601027,2,Limburg,,69,178,74,70,72,66,72,70,70,70,74,70,70,72,74,70,1
281,10,Roland,Le Clerc,30,19630530,1,Bretagne,,68,178,73,70,73,67,60,74,74,66,68,72,70,67,76,71,1
282,10,Jo,Planckaert,23,19701216,2,Oost Vlaanderen,,0,0,75,59,65,70,70,61,64,76,75,73,70,62,71,74,1
283,10,Patrick,Jonker,24,19690525,10,,,0,0,68,71,73,66,60,63,65,66,74,74,70,73,75,72,1
284,10,Bruno,Cornillet,30,19630208,1,Bretagne,,68,178,71,73,73,71,62,66,67,66,66,68,70,69,73,68,1
285,10,Dimitri,Zhdanov,23,19700609,8,,,67,178,72,69,68.5,65,62,73,73,63,63,69,67,70,68,70,1
286,10,Cédric,Vasseur,23,19700818,1,Nord Pas de Calais,,0,0,70,64,68.5,68,65,60,61,68,68,68,73,65,73,78,1
287,10,Ludovic,Auger,22,19710217,1,Bourgogne,,0,0,73,59,63.5,66,63,66,67,73,70,66,68,62,68,75,1
288,10,Gilles,Talmant,23,19700427,1,Ile de France,,0,0,68,65,68,65,60,64,66,66,68,72,67,66,71,78,1
289,10,Thierry,Laurent,27,19660913,1,Rhone Alpes,,70,177,71,72,72.5,66,63,64,65,62,62,66,70,68,73,71,1
290,10,Dimitri,Neliubine,22,19710208,8,,,0,0,70,60,63.5,70,60,67,67,58,67,68,68,65,67,74,1
291,10,Gérald,Lievin,23,19701121,1,Bourgogne,,0,0,67,64,64.5,64,62,60,63,70,68,63,65,62,65,63,1
292,10,Jean-Michel,Monin,26,19670907,1,Ile-de-France,,0,0,67,62,63,68,58,65,65,68,66,62,63,59,64,68,1
293,10,Michel,Dubreuil,27,19660407,1,Ile de France,,0,0,66,55,60,58,57,62,65,68,71,66,64,64,65,70,1
294,10,Pierrick,Gillereau,25,19681025,1,Poitou Charentes,,0,0,64,67,67,64,55,58,58,60,66,65,61,66,67,69,1
295,10,Franck,Jarno,23,19700707,1,lle de France,,0,0,66,56,60.5,61,58,55,64,68,67,63,62,58,65,72,1
296,10,Benoit,Farama,23,19700628,1,Bourgogne,,0,0,65,65,64.5,65,56,60,60,58,63,63,64,57,64,66,1
297,10,Frédéric,Pontier,23,19700910,1,Haute Normandie,,0,0,65,56,58,61,57,60,64,72,71,60,62,56,60,60,1
298,10,Erwann,Menthéour,20,19730629,1,,,0,0,60,69,67,65,55,58,58,56,63,63,62,64,65,64,1
299,10,Jérôme,Chiotti,21,19720118,1,Midi Pyrenees,,0,0,60,65,64,73,60,55,56,58,63,61,60,62,63,60,1
300,11,Rolf,Sørensen,28,19650520,9,Hovedstaden,,73,181,78,73,78,75,79,79,81,76,82,80,78,77,83,73,1
301,11,Claudio,Chiappucci,30,19630228,3,Lombardia,,66,178,72,83,80.5,76,63,72,73,67,83,80,83,82,78,84,1
302,11,Stephen,Roche,33,19601128,11,,,67,176,75,81,80,73,68,76,78,70,78,77,80,79,79,74,1
303,11,Guido,Bontempi,33,19600112,3,Lombardia,,62,173,79,65,68.5,68,70,62,63,82,82,82,82,76,72,75,1
304,11,Andrea,Tafi,27,19660507,3,Toscana,,62,175,76,66,70.5,72,75,70,68,71,75,75,74,68,75,78,1
305,11,Vladimir,Pulnikov,28,19650606,27,,,67,178,74,76,76,68,62,73,72,67,75,77,75,76,76,71,1
306,11,Fabio,Roscioli,28,19650718,3,Marche,,68,176,76,71,72,68,65,68,68,66,74,73,74,68,73,80,1
307,11,Beat,Zberg,22,19710510,12,Uri,,0,0,74,71,73,73,64,70,68,66,74,73,72,70,75,73,1
308,11,Marco,Pantani,23,19700113,3,Emilia Romagna,,0,0,63,80,76.5,80,55,61,59,60,76,76,76,79,73,80,1
309,11,Alessandro,Giannelli,30,19630809,3,Toscana,,68,178,73,72,74,67,65,60,61,64,75,72,73,70,76,74,1
310,11,Primož,Čerin,31,19620531,25,,,62,178,74,70,71.5,71,61,66,67,65,70,68,67,68,73,69,1
311,11,Marco,Bergamo,29,19640412,3,Trentino Alto Adige,,67,178,70,67,69.5,67,61,71,72,64,66,70,70,71,72,67,1
312,11,Nicola,Miceli,22,19710528,3,Lombardia,,0,0,68,72,72.5,70,55,65,64,65,70,71,70,68,73,75,1
313,11,Stefano,Checchin,23,19670114,3,Veneto,,0,0,67,70,71.5,68,55,65,64,60,70,67,71,71,73,74,1
314,11,Peter,Luttenberger,21,19721213,26,Steiermark,,0,0,66,73,72.5,70,55,64,62,59,72,68,70,70,72,65,1
315,11,Samuele,Schiavina,22,19710605,3,Emilia Romagna,,0,0,71,62,65,64,60,63,65,70,70,68,69,66,68,68,1
316,11,Mario,Traversoni,21,19720412,3,Lombardia,,0,0,69,63,65.5,68,59,59,65,73,74,67,67,65,68,66,1
317,11,Marco,Artunghi,24,19690712,3,Lombardia,,0,0,68,64,66,66,63,66,66,65,69,69,67,65,68,66,1
318,11,Remo,Rossi,31,19621220,3,Veneto,,68,178,68,67,66,72,60,67,68,62,62,71,63,63,65,74,1
319,11,Deno,Davie,28,19650522,16,,,0,0,73,64,66,67,70,55,60,70,73,67,66,64,68,63,1
320,11,Jure,Pavlič,30,19630423,25,,,67,178,70,71,67.5,70,55,63,64,61,68,69,67,68,64,70,1
321,11,Alessandro,Bertolini,22,19710727,3,Trentino Alto Adige,,0,0,66,64,68,72,58,59,59,67,72,68,68,61,72,70,1
322,11,Mario,Chiesa,27,19661117,3,Lombardia,,67,175,74,72,68.5,63,66,61,62,60,62,68,67,67,65,68,1
323,11,Marco,Tabai,32,19611118,3,Lombardia,,0,0,69,61,65.5,69,60,60,60,71,73,66,64,62,70,66,1
324,11,Filippo,Simeoni,22,19710817,3,Lombardia,,0,0,68,66,67.5,69,62,59,59,63,68,67,67,60,69,71,1
325,11,Stefano,Cembali,22,19710916,3,Emilia Romagna,,0,0,69,61,64.5,64,56,58,58,74,73,66,68,64,68,66,1
326,11,Francesco,Rossignoli,33,19630203,3,Veneto,,0,0,72,65,66.5,61,67,58,58,64,62,67,65,63,68,75,1
327,11,Maurizio,Rossi,31,19621220,3,Emilia Romagna,,0,0,62,72,72.5,65,55,62,62,65,66,65,66,67,73,56,1
328,11,Markus,Zberg,19,19740827,12,Uri,,0,0,66,62,63.5,65,62,64,65,64,65,63,64,58,65,62,1
329,11,Ottavio,Dazzan,33,19600102,3,Buenos Aires,,0,0,70,57,59.5,61,58,58,58,71,70,63,62,60,62,57,1
330,12,Johan,Museeuw,28,19651013,2,West Vlaanderen,,62,176,81,63,70.5,73,83,74,74,80,84,82,81,74,78,81,1
331,12,Franco,Chioccioli,33,19600825,3,Toscana,,70,177,72,82,80,75,62,73,74,72,76,78,78,79,78,79,1
332,12,Andrei,Tchmil,30,19630122,28,,,0,0,81,65,69.5,72,83,70,74,74,79,77,80,64,74,80,1
333,12,Mario,Cipollini,26,19670322,3,Toscana,,74,188,77,58,61,77,73,68,72,82,83,82,82,73,64,74,1
334,12,Franco,Ballerini,29,19641211,3,Toscana,,68,179,76,66,70.5,70,81,70,75,73,74,77,78,72,75,76,1
335,12,Carlo,Bomans,30,19630610,2,Limburg,,68,178,76,62,69,71,77,73,74,74,74,75,74,70,76,74,1
336,12,Fabio,Baldato,25,19680613,3,Veneto,,0,0,77,58,64,66,78,60,68,79,79,78,78,70,70,73,1
337,12,Zenon,Jaskuła,31,19620604,19,,,0,0,76,76,75,71,58,76,72,62,72,72,72,76,74,77,1
338,12,Flavio,Vanzella,29,19640304,3,Veneto,,0,0,75,67,70.5,72,64,73,73,68,72,74,71,66,74,78,1
339,12,Davide,Rebellin,22,19710809,3,Veneto,,0,0,68,74,75,74,58,71,66,68,77,74,73,65,76,78,1
340,12,Wilfried,Peeters,29,19640710,2,Antwerpen,,68,178,78,62,67,66,78,70,70,63,74,74,74,62,72,73,1
341,12,Mauro,Bettin,25,19681221,3,Veneto,,0,0,74,59,66,77,70,60,62,69,74,74,70,63,73,75,1
342,12,Franco,Vona,29,19640820,3,Lazio,,65,178,73,75,75,67,61,68,68,61,62,70,72,73,75,75,1
343,12,Eros,Poli,30,19630806,3,Veneto,,0,0,68,70,70.5,72,57,66,66,63,72,70,73,69,71,75,1
344,12,Joaquim,Halupczok,25,19680703,19,,,0,0,71,72,72,66,63,68,68,66,66,72,71,70,72,64,1
345,12,Ludwig,Willems,27,19660207,2,Antwerpen,,70,178,76,65,67.5,62,72,66,67,66,66,67,67,68,70,72,1
346,12,Luca,Scinto,25,19680128,3,Toscana,,0,0,72,63,66.5,68,66,66,66,68,68,73,68,65,70,71,1
347,12,Laurent,Pillon,29,19640331,1,Picardie,,0,0,71,65,65.5,68,60,72,70,70,71,68,68,65,66,68,1
348,12,Matteo,Tosatto,19,19740514,3,Veneto,,67,178,73,68,70,68,66,62,66,71,69,67,62,65,72,72,1
349,12,Edoardo,Rocchi,28,19650908,3,Umbria,,0,0,66,67,70,68,54,72,72,71,72,71,69,65,73,60,1
350,12,Dirk,Demol,27,19661104,2,West Vlaanderen,,69,178,74,64,65.5,65,76,61,62,63,68,74,70,65,67,66,1
351,12,Nicola,Loda,22,19710727,3,Lombardia,,0,0,69,64,66.5,68,62,70,68,68,68,66,65,65,69,70,1
352,12,Roberto,Gusmeroli,27,19661018,3,Lombardia,,67,178,73,70,67.5,67,63,61,62,66,66,68,68,64,65,63,1
353,12,Luigi,Bielli,29,19640621,3,Toscana,,63,174,72,64,65.5,63,60,61,62,65,70,70,70,63,67,66,1
354,12,Simone,Rebellin,23,19700719,3,Veneto,,0,0,66,64,66,66,58,59,59,70,72,66,64,60,68,66,1
355,12,Luca,Corsi,27,19660618,3,Toscana,,0,0,67,65,65.5,64,58,66,65,61,64,66,65,64,66,65,1
356,12,Pedro,Rosselle,22,19710119,2,West Vlaanderen,,0,0,65,60,61.5,63,65,62,64,64,64,62,66,61,63,63,1
357,12,Kurt,van Lancker,22,19710920,2,Oost Vlaanderen,,0,0,66,60,62.5,66,62,57,62,66,66,64,61,58,65,66,1
358,12,Vincenzo,Ceci,29,19640421,3,Marche,,67,178,72,62,64.5,61,55,64,65,61,61,62,62,64,67,62,1
359,12,Sylvain,Golay,21,19720211,12,Vaud,,0,0,63,59,62.5,58,59,62,60,59,63,64,64,60,66,65,1
360,13,Maurizio,Fondriest,28,19650115,3,Trentino Alto Adige,,67,176,78,75,79.5,78,78,75,74,74,81,80,81,76,84,75,1
361,13,Gianluca,Bortolami,25,19680828,3,Lombardia,,0,0,77,68,72,68,77,65,68,76,77,78,79,71,76,83,1
362,13,Djamolidine Mirgarifanovich,Abdoujaparov,29,19640328,Uzbekistan,,,70,180,78,61,64.5,72,71,67,72,84,85,80,80,75,68,68,1
363,13,Lech,Piasecki,32,19611113,19,,,0,0,72,66,69,66,72,78,78,72,73,73,72,68,72,72,1
364,13,Zbigniew,Spruch,28,19651213,19,,,0,0,76,64,70.5,68,71,66,65,75,77,75,74,63,77,78,1
365,13,Pavel Sergeyevich,Tonkov,24,19690209,8,,,0,0,70,78,76.5,69,60,71,68,62,75,75,73,76,75,75,1
366,13,Sergei,Outchakov,25,19680511,27,,,0,0,73,69,70.5,71,70,66,72,74,76,70,68,66,72,75,1
367,13,Marco,Zen,30,19630102,3,Veneto,,66,174,72,71,70.5,67,66,64,63,70,74,73,73,70,70,77,1
368,13,Ján,Svorada,25,19680828,29,,,0,0,77,59,62.5,65,64,66,66,79,80,74,73,68,66,72,1
369,13,Stefano,Allocchio,31,19620318,3,Lombardia,,0,0,72,65,69.5,68,65,60,70,78,79,68,69,70,74,70,1
370,13,Alexandre,Gontchenkov,23,19700404,27,,,0,0,75,65,69,65,68,71,70,75,74,66,71,64,73,70,1
371,13,Davide,Bramati,25,19680628,3,Lombardia,,0,0,77,59,63.5,68,66,66,70,70,73,74,72,67,68,75,1
372,13,Wladimir,Belli,23,19700725,3,Ticino,,0,0,65,77,75.5,74,60,61,60,57,74,73,70,72,74,76,1
373,13,Alessandro,Petacchi,19,19740103,3,Liguria,,74,184,72,60,64.5,64,64,65,67,76,76,68,68,77,69,60,1
374,13,Marek,Szerszyński,33,19601008,19,,,0,0,73,63,64,72,64,71,71,72,73,66,64,62,65,70,1
375,13,Giovanni,Lombardi,24,19690620,3,Lombardia,,0,0,75,58,60,66,70,62,69,76,76,67,69,67,62,63,1
376,13,Marco,Lietti,28,19650420,3,Lombardia,,68,176,73,68,69.5,62,66,66,67,63,67,69,67,64,71,73,1
377,13,Mirko,Gualdi,25,19680707,3,Lombardia,,0,0,70,65,68,72,66,60,60,72,74,67,69,61,71,65,1
378,13,Angelo,Tosi,29,19640517,3,Lombardia,,0,0,70,65,65.5,68,60,66,66,62,66,66,69,67,66,77,1
379,13,Luigi,Botteon,29,19640724,3,Lombardia,,68,180,72,68,66.5,67,60,63,64,68,71,65,67,66,65,66,1
380,13,Leonardo,Piepoli,22,19710929,3,,,0,0,60,73,70.5,73,55,58,58,56,68,72,72,68,68,71,1
381,13,Sandro,Bono,33,19601108,3,Piemonte,,69,178,73,61,61.5,65,60,64,65,63,63,64,65,65,62,80,1
382,13,Alessio,Galletti,25,19680326,3,Toscana,,0,0,66,58,63,64,62,62,63,68,69,66,67,63,68,70,1
383,13,Maurizio,Piovani,33,19600717,3,Lombardia,,0,0,69,67,68,67,62,58,58,68,59,66,71,63,69,66,1
384,13,Andre,Wernli,26,19670907,12,Aargau,,0,0,66,64,64.5,66,60,63,60,64,65,63,64,64,65,64,1
385,13,Luca,Bramati,25,19681106,3,Lombardia,,0,0,64,58,60,75,65,57,57,58,67,68,59,57,62,60,1
386,13,Stefano,Cortinovis,25,19680525,3,Lombardia,,0,0,62,63,64,64,60,60,60,62,63,64,62,60,65,62,1
387,13,Luca,Prada,24,19690208,3,,,0,0,62,66,65.5,62,56,57,57,61,66,65,63,64,65,63,1
388,13,Martin,Hvastija,24,19691130,25,,,0,0,63,55,57,61,62,63,63,65,64,63,61,57,59,62,1
389,13,Andrea Vincenzo,Dolci,24,19691119,3,Lombardia,,0,0,60,62,63.5,62,55,56,59,59,63,61,65,64,65,65,1
390,14,Adrie,van der Poel,33,19600617,6,Noord Brabant,,68,178,83,70,74.5,83,80,73,73,78,80,80,78,78,79,78,1
391,14,Adriano,Baffi,31,19620607,3,Lombardia,,63,175,77,64,68.5,72,72,62,64,79,82,79,79,74,73,73,1
392,14,Angelo,Lecchi,27,19661213,3,Lombardia,,64,177,73,72,73.5,75,64,70,70,73,76,72,75,66,75,78,1
393,14,Enrico,Zaina,26,19670927,3,Lombardia,,63,178,73,77,76.5,70,58,70,68,66,76,74,73,76,76,75,1
394,14,Bruno,Leali,33,19600306,3,Veneto,,61,175,72,73,73,74,66,72,72,64,69,71,72,72,73,75,1
395,14,Michele,Bartoli,23,19700527,3,Toscana,,0,0,74,66,71,72,69,61,63,68,77,74,74,68,76,80,1
396,14,Giuseppe,Petito,33,19600225,3,Lazio,,64,179,76,68,71,70,62,64,65,77,74,72,72,70,74,76,1
397,14,Francesco,Casagrande,23,19700914,3,Toscana,,0,0,70,73,74,75,58,66,65,64,75,71,75,70,75,77,1
398,14,Flavio,Giupponi,29,19640509,3,Lombardia,,68,180,70,77,76,68,55,72,72,60,68,72,74,75,75,75,1
399,14,Pierangelo,Bincoletto,33,19600314,3,Veneto,,0,0,81,62,63.5,71,74,62,65,75,77,71,68,68,65,73,1
400,14,Germano,Pierdomenico,26,19670612,3,Abruzzi,,66,178,69,72,73,70,70,64,65,67,71,70,73,72,74,75,1
401,14,Roberto,Pelliconi,31,19621114,3,Emilia Romagna,,62,176,71,70,72,73,58,66,68,72,74,70,72,68,74,75,1
402,14,Angelo,Canzonieri,29,19641212,3,Sicilia,,70,178,73,66,68.5,68,60,65,65,75,74,72,71,71,71,78,1
403,14,Silvio,Martinello,30,19630319,3,Veneto,,68,176,75,63,64,63,65,63,63,74,75,75,75,68,65,66,1
404,14,Paolo,Lanfranchi,25,19680725,3,Lombardia,,0,0,67,75,74.5,72,55,61,60,59,74,72,72,73,74,74,1
405,14,Roberto,Petito,22,19710201,3,Lazio,,0,0,72,64,68,66,69,67,67,63,68,68,72,62,72,74,1
406,14,Ettore,Pastorelli,27,19660524,3,Lombardia,,65,178,74,61,63.5,64,62,62,63,74,74,73,73,60,66,77,1
407,14,Fabio,Bordonali,30,19631223,3,Lombardia,,0,0,75,70,69,66,63,64,63,67,69,70,70,65,68,71,1
408,14,Massimo,Donati,26,19670118,3,Toscana,,0,0,73,68,70.5,69,58,58,59,65,71,72,73,67,73,74,1
409,14,Paolo,Fornaciari,22,19710202,3,Toscana,,0,0,74,62,63,68,64,65,65,63,65,70,69,69,64,80,1
410,14,Simone,Biasci,23,19700406,3,Toscana,,0,0,68,67,70,68,66,58,58,64,70,72,70,62,73,76,1
411,14,Gian Matteo,Fagnini,23,19701011,3,Lombardia,,70,178,72,57,61.5,70,63,59,63,75,76,68,66,68,66,68,1
412,14,Dario,Frigo,20,19730918,3,Piemonte,,66,181,68,71,69.5,66,58,68,66,61,64,69,68,65,68,68,1
413,14,Stefano,Garzelli,20,19730716,3,Lombardia,,0,0,65,70,69,68,60,63,60,65,70,66,69,66,68,67,1
414,14,Stefano,Casagrande,31,19621101,3,Toscana,,68,173,71,67,65.5,65,60,62,63,61,66,66,68,69,64,70,1
415,14,Mariano,Piccoli,23,19700911,3,Trentino Alto Adige,,0,0,65,70,68,68,55,58,57,61,66,67,70,68,66,81,1
416,14,Rosario,Fina,24,19690323,3,Sicilia,,0,0,66,64,64.5,66,56,66,65,60,62,64,68,64,65,68,1
417,14,Antonio,Politano,26,19670117,3,Toscana,,0,0,66,64,65,63,58,59,59,57,66,65,68,64,66,65,1
418,14,Eddy,Mazzoleni,20,19730729,3,Lombardia,,0,0,62,70,66.5,65,56,63,60,56,64,64,64,65,63,66,1
419,14,William,Dazzani,27,19661218,3,Emilia Romagna,,0,0,65,59,61.5,69,55,55,55,63,65,68,63,59,64,74,1
